region,date_bin_start,n_landings_per_boat,catch_taxon,catch_name_en,recorded_catch_kg,estimated_catch_kg
Manufahi,01/02/21,8.157650008,BEN,Long tom,0,0
Manufahi,01/02/21,8.157650008,CGX,Jacks/Trevally/Other Scad,0,0
Manufahi,01/02/21,8.157650008,CLP,Sardines/pilchards,2.427232775,4415.514948
Manufahi,01/02/21,8.157650008,FLY,Flying fish,0,0
Manufahi,01/02/21,8.157650008,GZP,Garfish,0,0
Manufahi,01/02/21,8.157650008,MZZ,Other,0,0
Manufahi,01/02/21,8.157650008,SDX,Mackerel scad,0,0
Manufahi,01/02/21,8.157650008,SNA,Snapper/seaperch,0,0
Manufahi,01/02/21,8.157650008,TUN,Tuna/Bonito/Other Mackerel,0,0
Manufahi,01/03/21,9.01866795,BEN,Long tom,0,0
Manufahi,01/03/21,9.01866795,CGX,Jacks/Trevally/Other Scad,0,0
Manufahi,01/03/21,9.01866795,CLP,Sardines/pilchards,4.2189957,8485.087851
Manufahi,01/03/21,9.01866795,FLY,Flying fish,0,0
Manufahi,01/03/21,9.01866795,GZP,Garfish,0,0
Manufahi,01/03/21,9.01866795,MZZ,Other,0.123701972,248.7848225
Manufahi,01/03/21,9.01866795,SDX,Mackerel scad,0.046927726,94.37930408
Manufahi,01/03/21,9.01866795,SNA,Snapper/seaperch,0,0
Manufahi,01/03/21,9.01866795,TUN,Tuna/Bonito/Other Mackerel,0,0
Manufahi,01/04/21,9.154659207,BEN,Long tom,0,0
Manufahi,01/04/21,9.154659207,CGX,Jacks/Trevally/Other Scad,0.042168959,86.08746539
Manufahi,01/04/21,9.154659207,CLP,Sardines/pilchards,6.115623889,12484.97892
Manufahi,01/04/21,9.154659207,FLY,Flying fish,0,0
Manufahi,01/04/21,9.154659207,GZP,Garfish,0,0
Manufahi,01/04/21,9.154659207,MZZ,Other,0.051555521,105.2500296
Manufahi,01/04/21,9.154659207,SDX,Mackerel scad,0,0
Manufahi,01/04/21,9.154659207,SNA,Snapper/seaperch,0,0
Manufahi,01/04/21,9.154659207,TUN,Tuna/Bonito/Other Mackerel,0.057133095,116.6365854
Manufahi,01/05/21,8.508212495,BEN,Long tom,0,0
Manufahi,01/05/21,8.508212495,CGX,Jacks/Trevally/Other Scad,0.240665635,456.6224636
Manufahi,01/05/21,8.508212495,CLP,Sardines/pilchards,1.484106825,2815.842459
Manufahi,01/05/21,8.508212495,FLY,Flying fish,0,0
Manufahi,01/05/21,8.508212495,GZP,Garfish,0,0
Manufahi,01/05/21,8.508212495,MZZ,Other,0.115569697,219.274013
Manufahi,01/05/21,8.508212495,SDX,Mackerel scad,0.335617563,636.7777352
Manufahi,01/05/21,8.508212495,SNA,Snapper/seaperch,0,0
Manufahi,01/05/21,8.508212495,TUN,Tuna/Bonito/Other Mackerel,0,0
Manufahi,01/06/21,8.157649979,BEN,Long tom,0,0
Manufahi,01/06/21,8.157649979,CGX,Jacks/Trevally/Other Scad,0,0
Manufahi,01/06/21,8.157649979,CLP,Sardines/pilchards,3.905841441,7105.334678
Manufahi,01/06/21,8.157649979,FLY,Flying fish,0,0
Manufahi,01/06/21,8.157649979,GZP,Garfish,0,0
Manufahi,01/06/21,8.157649979,MZZ,Other,0,0
Manufahi,01/06/21,8.157649979,SDX,Mackerel scad,0.071082744,129.3105959
Manufahi,01/06/21,8.157649979,SNA,Snapper/seaperch,0,0
Manufahi,01/06/21,8.157649979,TUN,Tuna/Bonito/Other Mackerel,0,0
Manufahi,01/07/21,8.157649986,BEN,Long tom,0,0
Manufahi,01/07/21,8.157649986,CGX,Jacks/Trevally/Other Scad,0,0
Manufahi,01/07/21,8.157649986,CLP,Sardines/pilchards,0.354858593,645.5431194
Manufahi,01/07/21,8.157649986,FLY,Flying fish,0,0
Manufahi,01/07/21,8.157649986,GZP,Garfish,0,0
Manufahi,01/07/21,8.157649986,MZZ,Other,0,0
Manufahi,01/07/21,8.157649986,SDX,Mackerel scad,2.398356715,4362.984881
Manufahi,01/07/21,8.157649986,SNA,Snapper/seaperch,0,0
Manufahi,01/07/21,8.157649986,TUN,Tuna/Bonito/Other Mackerel,0,0
Manufahi,01/08/21,9.499239452,BEN,Long tom,0.001945419,4.121040641
Manufahi,01/08/21,9.499239452,CGX,Jacks/Trevally/Other Scad,0,0
Manufahi,01/08/21,9.499239452,CLP,Sardines/pilchards,0.028022826,59.36160372
Manufahi,01/08/21,9.499239452,FLY,Flying fish,0,0
Manufahi,01/08/21,9.499239452,GZP,Garfish,0,0
Manufahi,01/08/21,9.499239452,MZZ,Other,0.021174262,44.85408236
Manufahi,01/08/21,9.499239452,SDX,Mackerel scad,2.452454776,5195.1095
Manufahi,01/08/21,9.499239452,SNA,Snapper/seaperch,0,0
Manufahi,01/08/21,9.499239452,TUN,Tuna/Bonito/Other Mackerel,0,0
Manufahi,01/09/21,8.772693038,BEN,Long tom,0,0
Manufahi,01/09/21,8.772693038,CGX,Jacks/Trevally/Other Scad,0,0
Manufahi,01/09/21,8.772693038,CLP,Sardines/pilchards,0,0
Manufahi,01/09/21,8.772693038,FLY,Flying fish,0,0
Manufahi,01/09/21,8.772693038,GZP,Garfish,0,0
Manufahi,01/09/21,8.772693038,MZZ,Other,0.767655491,1501.772534
Manufahi,01/09/21,8.772693038,SDX,Mackerel scad,1.674967925,3276.757419
Manufahi,01/09/21,8.772693038,SNA,Snapper/seaperch,0,0
Manufahi,01/09/21,8.772693038,TUN,Tuna/Bonito/Other Mackerel,0,0
Manufahi,01/10/21,8.157649994,BEN,Long tom,0.007342862,16.59337268
Manufahi,01/10/21,8.157649994,CGX,Jacks/Trevally/Other Scad,0.16826105,380.2357216
Manufahi,01/10/21,8.157649994,CLP,Sardines/pilchards,0.406107576,917.7204531
Manufahi,01/10/21,8.157649994,FLY,Flying fish,0.0031947,7.219371261
Manufahi,01/10/21,8.157649994,GZP,Garfish,0.131595771,297.379655
Manufahi,01/10/21,8.157649994,MZZ,Other,0.07194991,162.5921491
Manufahi,01/10/21,8.157649994,SDX,Mackerel scad,1.425352015,3221.005403
Manufahi,01/10/21,8.157649994,SNA,Snapper/seaperch,0.229781499,519.2594131
Manufahi,01/10/21,8.157649994,TUN,Tuna/Bonito/Other Mackerel,0.028977566,65.4834002
Manufahi,01/11/21,9.584563871,BEN,Long tom,0.007868712,12.04245007
Manufahi,01/11/21,9.584563871,CGX,Jacks/Trevally/Other Scad,0.081863034,125.2849954
Manufahi,01/11/21,9.584563871,CLP,Sardines/pilchards,0.309096772,473.048528
Manufahi,01/11/21,9.584563871,FLY,Flying fish,0.002928851,4.48237899
Manufahi,01/11/21,9.584563871,GZP,Garfish,0.213629908,326.9439297
Manufahi,01/11/21,9.584563871,MZZ,Other,0.092762303,141.9654775
Manufahi,01/11/21,9.584563871,SDX,Mackerel scad,1.494146377,2286.674619
Manufahi,01/11/21,9.584563871,SNA,Snapper/seaperch,0.35769792,547.4287985
Manufahi,01/11/21,9.584563871,TUN,Tuna/Bonito/Other Mackerel,0.039515067,60.47473183
Manufahi,01/12/21,8.38844822,BEN,Long tom,0.003576651,6.050404747
Manufahi,01/12/21,8.38844822,CGX,Jacks/Trevally/Other Scad,0.116136741,196.4615297
Manufahi,01/12/21,8.38844822,CLP,Sardines/pilchards,0.424743137,718.5123848
Manufahi,01/12/21,8.38844822,FLY,Flying fish,0.002813119,4.758784746
Manufahi,01/12/21,8.38844822,GZP,Garfish,0.325722313,551.0048206
Manufahi,01/12/21,8.38844822,MZZ,Other,0.120939028,204.5852703
Manufahi,01/12/21,8.38844822,SDX,Mackerel scad,1.834519647,3103.346402
Manufahi,01/12/21,8.38844822,SNA,Snapper/seaperch,0.246038336,416.2082349
Manufahi,01/12/21,8.38844822,TUN,Tuna/Bonito/Other Mackerel,0.03941543,66.67670935
Manufahi,01/01/22,8.38844821,BEN,Long tom,0.007415636,24.22229041
Manufahi,01/01/22,8.38844821,CGX,Jacks/Trevally/Other Scad,0.161643822,527.9902428
Manufahi,01/01/22,8.38844821,CLP,Sardines/pilchards,1.229462911,4015.893783
Manufahi,01/01/22,8.38844821,FLY,Flying fish,0.002997258,9.790184212
Manufahi,01/01/22,8.38844821,GZP,Garfish,0.134098304,438.0160962
Manufahi,01/01/22,8.38844821,MZZ,Other,0.098744786,322.5380511
Manufahi,01/01/22,8.38844821,SDX,Mackerel scad,0.486159299,1587.981297
Manufahi,01/01/22,8.38844821,SNA,Snapper/seaperch,0.360728282,1178.275858
Manufahi,01/01/22,8.38844821,TUN,Tuna/Bonito/Other Mackerel,0.02549164,83.26539898
Manufahi,01/02/22,8.631014688,BEN,Long tom,0.005752949,15.6556012
Manufahi,01/02/22,8.631014688,CGX,Jacks/Trevally/Other Scad,0.146181248,397.8056263
Manufahi,01/02/22,8.631014688,CLP,Sardines/pilchards,0.813096713,2212.694531
Manufahi,01/02/22,8.631014688,FLY,Flying fish,0.00303882,8.269594283
Manufahi,01/02/22,8.631014688,GZP,Garfish,0.090913637,247.4048966
Manufahi,01/02/22,8.631014688,MZZ,Other,0.080970682,220.3469547
Manufahi,01/02/22,8.631014688,SDX,Mackerel scad,0.721454295,1963.306391
Manufahi,01/02/22,8.631014688,SNA,Snapper/seaperch,0.330970088,900.6747817
Manufahi,01/02/22,8.631014688,TUN,Tuna/Bonito/Other Mackerel,0.032235912,87.72415897
Manufahi,01/03/22,10.13147867,BEN,Long tom,0.005278066,16.35028964
Manufahi,01/03/22,10.13147867,CGX,Jacks/Trevally/Other Scad,0.141775791,439.1902333
Manufahi,01/03/22,10.13147867,CLP,Sardines/pilchards,0.620925526,1923.490781
Manufahi,01/03/22,10.13147867,FLY,Flying fish,0.002580277,7.993130031
Manufahi,01/03/22,10.13147867,GZP,Garfish,0.119337342,369.680852
Manufahi,01/03/22,10.13147867,MZZ,Other,0.041805747,129.5050131
Manufahi,01/03/22,10.13147867,SDX,Mackerel scad,0.745201567,2308.470638
Manufahi,01/03/22,10.13147867,SNA,Snapper/seaperch,0.611819941,1895.283682
Manufahi,01/03/22,10.13147867,TUN,Tuna/Bonito/Other Mackerel,0.055758547,172.7277208
Manufahi,01/04/22,9.900451803,BEN,Long tom,0.00564504,13.76339367
Manufahi,01/04/22,9.900451803,CGX,Jacks/Trevally/Other Scad,0.14475262,352.9270354
Manufahi,01/04/22,9.900451803,CLP,Sardines/pilchards,0.652872575,1591.794215
Manufahi,01/04/22,9.900451803,FLY,Flying fish,0.00352267,8.588758611
Manufahi,01/04/22,9.900451803,GZP,Garfish,0.128843182,314.1376132
Manufahi,01/04/22,9.900451803,MZZ,Other,0.122417702,298.4713963
Manufahi,01/04/22,9.900451803,SDX,Mackerel scad,0.899478652,2193.054157
Manufahi,01/04/22,9.900451803,SNA,Snapper/seaperch,0.240810203,587.1287951
Manufahi,01/04/22,9.900451803,TUN,Tuna/Bonito/Other Mackerel,0.032550885,79.36358744
Manufahi,01/05/22,9.697339806,BEN,Long tom,0.005723002,15.55393963
Manufahi,01/05/22,9.697339806,CGX,Jacks/Trevally/Other Scad,0.146391853,397.8628776
Manufahi,01/05/22,9.697339806,CLP,Sardines/pilchards,0.541186536,1470.833441
Manufahi,01/05/22,9.697339806,FLY,Flying fish,0.00343291,9.329940363
Manufahi,01/05/22,9.697339806,GZP,Garfish,0.14803645,402.3325528
Manufahi,01/05/22,9.697339806,MZZ,Other,0.088694583,241.0535926
Manufahi,01/05/22,9.697339806,SDX,Mackerel scad,1.150739907,3127.473849
Manufahi,01/05/22,9.697339806,SNA,Snapper/seaperch,0.317857677,863.8716404
Manufahi,01/05/22,9.697339806,TUN,Tuna/Bonito/Other Mackerel,0.03002976,81.61469679
Manufahi,01/06/22,9.832605707,BEN,Long tom,0.006854867,16.66985841
Manufahi,01/06/22,9.832605707,CGX,Jacks/Trevally/Other Scad,0.114694488,278.9172985
Manufahi,01/06/22,9.832605707,CLP,Sardines/pilchards,0.683552995,1662.283498
Manufahi,01/06/22,9.832605707,FLY,Flying fish,0.00661072,16.07613494
Manufahi,01/06/22,9.832605707,GZP,Garfish,0.231876439,563.8836812
Manufahi,01/06/22,9.832605707,MZZ,Other,0.079416887,193.1282315
Manufahi,01/06/22,9.832605707,SDX,Mackerel scad,0.80024801,1946.065735
Manufahi,01/06/22,9.832605707,SNA,Snapper/seaperch,0.434618015,1056.916376
Manufahi,01/06/22,9.832605707,TUN,Tuna/Bonito/Other Mackerel,0.038242394,92.9989358
Manufahi,01/07/22,9.707573404,BEN,Long tom,0.006352578,12.46134913
Manufahi,01/07/22,9.707573404,CGX,Jacks/Trevally/Other Scad,0.163020894,319.7851525
Manufahi,01/07/22,9.707573404,CLP,Sardines/pilchards,0.522780951,1025.497909
Manufahi,01/07/22,9.707573404,FLY,Flying fish,0.003634332,7.129180481
Manufahi,01/07/22,9.707573404,GZP,Garfish,0.13751688,269.7559511
Manufahi,01/07/22,9.707573404,MZZ,Other,0.094532727,185.4373489
Manufahi,01/07/22,9.707573404,SDX,Mackerel scad,1.259853653,2471.354942
Manufahi,01/07/22,9.707573404,SNA,Snapper/seaperch,0.35304274,692.5359285
Manufahi,01/07/22,9.707573404,TUN,Tuna/Bonito/Other Mackerel,0.03701268,72.60483641
Manufahi,01/08/22,9.57255568,BEN,Long tom,0.008726152,14.84926093
Manufahi,01/08/22,9.57255568,CGX,Jacks/Trevally/Other Scad,0.162706202,276.8765403
Manufahi,01/08/22,9.57255568,CLP,Sardines/pilchards,0.283330692,482.1427874
Manufahi,01/08/22,9.57255568,FLY,Flying fish,0.002826768,4.810300363
Manufahi,01/08/22,9.57255568,GZP,Garfish,0.14472072,246.2707119
Manufahi,01/08/22,9.57255568,MZZ,Other,0.0836818,142.4010082
Manufahi,01/08/22,9.57255568,SDX,Mackerel scad,1.50054137,2553.465681
Manufahi,01/08/22,9.57255568,SNA,Snapper/seaperch,0.441381599,751.0974283
Manufahi,01/08/22,9.57255568,TUN,Tuna/Bonito/Other Mackerel,0.042649431,72.57637848
Manufahi,01/09/22,9.477080671,BEN,Long tom,0.005378497,8.068373588
Manufahi,01/09/22,9.477080671,CGX,Jacks/Trevally/Other Scad,0.162960678,244.4600653
Manufahi,01/09/22,9.477080671,CLP,Sardines/pilchards,0.62133121,932.0694401
Manufahi,01/09/22,9.477080671,FLY,Flying fish,0.003269115,4.90405525
Manufahi,01/09/22,9.477080671,GZP,Garfish,0.20370846,305.5865015
Manufahi,01/09/22,9.477080671,MZZ,Other,0.063263534,94.90269613
Manufahi,01/09/22,9.477080671,SDX,Mackerel scad,1.292560279,1938.991502
Manufahi,01/09/22,9.477080671,SNA,Snapper/seaperch,0.410003394,615.0530156
Manufahi,01/09/22,9.477080671,TUN,Tuna/Bonito/Other Mackerel,0.032468379,48.70636345
Manufahi,01/10/22,9.176152107,BEN,Long tom,0.004943499,10.70142668
Manufahi,01/10/22,9.176152107,CGX,Jacks/Trevally/Other Scad,0.081618628,176.6837204
Manufahi,01/10/22,9.176152107,CLP,Sardines/pilchards,0.41144512,890.6747988
Manufahi,01/10/22,9.176152107,FLY,Flying fish,0.002109067,4.56559768
Manufahi,01/10/22,9.176152107,GZP,Garfish,0.213401369,461.9600818
Manufahi,01/10/22,9.176152107,MZZ,Other,0.052745296,114.1802473
Manufahi,01/10/22,9.176152107,SDX,Mackerel scad,1.321497047,2860.707437
Manufahi,01/10/22,9.176152107,SNA,Snapper/seaperch,0.225898255,489.0126839
Manufahi,01/10/22,9.176152107,TUN,Tuna/Bonito/Other Mackerel,0.036803697,79.67071116
Manufahi,01/11/22,8.987543744,BEN,Long tom,0.006705199,7.603996403
Manufahi,01/11/22,8.987543744,CGX,Jacks/Trevally/Other Scad,0.109430783,124.0994186
Manufahi,01/11/22,8.987543744,CLP,Sardines/pilchards,0.329902746,374.1245174
Manufahi,01/11/22,8.987543744,FLY,Flying fish,0.003802736,4.312473271
Manufahi,01/11/22,8.987543744,GZP,Garfish,0.207419312,235.2228073
Manufahi,01/11/22,8.987543744,MZZ,Other,0.114463848,129.8071401
Manufahi,01/11/22,8.987543744,SDX,Mackerel scad,1.517486501,1720.897783
Manufahi,01/11/22,8.987543744,SNA,Snapper/seaperch,0.30902182,350.4446098
Manufahi,01/11/22,8.987543744,TUN,Tuna/Bonito/Other Mackerel,0.040105913,45.48190547
Manufahi,01/12/22,9.641036207,BEN,Long tom,0.004339246,5.124571348
Manufahi,01/12/22,9.641036207,CGX,Jacks/Trevally/Other Scad,0.115701672,136.6415804
Manufahi,01/12/22,9.641036207,CLP,Sardines/pilchards,0.323525031,382.0772043
Manufahi,01/12/22,9.641036207,FLY,Flying fish,0.005068024,5.985244971
Manufahi,01/12/22,9.641036207,GZP,Garfish,0.204687267,241.7319565
Manufahi,01/12/22,9.641036207,MZZ,Other,0.074498274,87.98111299
Manufahi,01/12/22,9.641036207,SDX,Mackerel scad,1.682677252,1987.21137
Manufahi,01/12/22,9.641036207,SNA,Snapper/seaperch,0.393808267,465.0804333
Manufahi,01/12/22,9.641036207,TUN,Tuna/Bonito/Other Mackerel,0.043296546,51.13243711
Manufahi,01/01/23,10.49668754,BEN,Long tom,0.006577377,23.97859467
Manufahi,01/01/23,10.49668754,CGX,Jacks/Trevally/Other Scad,0.133196288,485.5826322
Manufahi,01/01/23,10.49668754,CLP,Sardines/pilchards,1.268168808,4623.257564
Manufahi,01/01/23,10.49668754,FLY,Flying fish,0.002575722,9.390094501
Manufahi,01/01/23,10.49668754,GZP,Garfish,0.131565941,479.639011
Manufahi,01/01/23,10.49668754,MZZ,Other,0.101646838,370.5654236
Manufahi,01/01/23,10.49668754,SDX,Mackerel scad,0.569806208,2077.295108
Manufahi,01/01/23,10.49668754,SNA,Snapper/seaperch,0.239845217,874.3837636
Manufahi,01/01/23,10.49668754,TUN,Tuna/Bonito/Other Mackerel,0.035567158,129.6642287
Manufahi,01/02/23,10.07218306,BEN,Long tom,0.005399365,17.4590097
Manufahi,01/02/23,10.07218306,CGX,Jacks/Trevally/Other Scad,0.171926415,555.9292572
Manufahi,01/02/23,10.07218306,CLP,Sardines/pilchards,0.747063554,2415.652573
Manufahi,01/02/23,10.07218306,FLY,Flying fish,0.002571508,8.315047585
Manufahi,01/02/23,10.07218306,GZP,Garfish,0.121573905,393.1128938
Manufahi,01/02/23,10.07218306,MZZ,Other,0.074261989,240.1283837
Manufahi,01/02/23,10.07218306,SDX,Mackerel scad,0.629344912,2035.005788
Manufahi,01/02/23,10.07218306,SNA,Snapper/seaperch,0.566852352,1832.934209
Manufahi,01/02/23,10.07218306,TUN,Tuna/Bonito/Other Mackerel,0.036553485,118.1967994
Manufahi,01/03/23,9.704754207,BEN,Long tom,0.005468916,15.04484701
Manufahi,01/03/23,9.704754207,CGX,Jacks/Trevally/Other Scad,0.100983326,277.8025218
Manufahi,01/03/23,9.704754207,CLP,Sardines/pilchards,1.228585322,3379.806501
Manufahi,01/03/23,9.704754207,FLY,Flying fish,0.003035924,8.351749835
Manufahi,01/03/23,9.704754207,GZP,Garfish,0.093644915,257.6147427
Manufahi,01/03/23,9.704754207,MZZ,Other,0.091629869,252.0714032
Manufahi,01/03/23,9.704754207,SDX,Mackerel scad,0.806879083,2219.703525
Manufahi,01/03/23,9.704754207,SNA,Snapper/seaperch,0.20996279,577.6022142
Manufahi,01/03/23,9.704754207,TUN,Tuna/Bonito/Other Mackerel,0.039563254,108.8374898
Manufahi,01/04/23,10.25979677,BEN,Long tom,0.004431842,13.24998242
Manufahi,01/04/23,10.25979677,CGX,Jacks/Trevally/Other Scad,0.144685054,432.568302
Manufahi,01/04/23,10.25979677,CLP,Sardines/pilchards,0.542977302,1623.35199
Manufahi,01/04/23,10.25979677,FLY,Flying fish,0.003085944,9.226119744
Manufahi,01/04/23,10.25979677,GZP,Garfish,0.153541751,459.0473778
Manufahi,01/04/23,10.25979677,MZZ,Other,0.073444245,219.5779852
Manufahi,01/04/23,10.25979677,SDX,Mackerel scad,1.016809088,3039.978005
Manufahi,01/04/23,10.25979677,SNA,Snapper/seaperch,0.403640787,1206.774338
Manufahi,01/04/23,10.25979677,TUN,Tuna/Bonito/Other Mackerel,0.042874289,128.1822688
Manufahi,01/05/23,9.873066612,BEN,Long tom,0.006429543,22.57869989
Manufahi,01/05/23,9.873066612,CGX,Jacks/Trevally/Other Scad,0.131505126,461.8080687
Manufahi,01/05/23,9.873066612,CLP,Sardines/pilchards,0.617679938,2169.113774
Manufahi,01/05/23,9.873066612,FLY,Flying fish,0.003685749,12.94328667
Manufahi,01/05/23,9.873066612,GZP,Garfish,0.081457445,286.0550511
Manufahi,01/05/23,9.873066612,MZZ,Other,0.088610693,311.1751959
Manufahi,01/05/23,9.873066612,SDX,Mackerel scad,0.655184625,2300.819417
Manufahi,01/05/23,9.873066612,SNA,Snapper/seaperch,0.388282828,1363.537292
Manufahi,01/05/23,9.873066612,TUN,Tuna/Bonito/Other Mackerel,0.045017812,158.0895688
Manufahi,01/06/23,9.71361563,BEN,Long tom,0.003984565,8.275426406
Manufahi,01/06/23,9.71361563,CGX,Jacks/Trevally/Other Scad,0.080889701,167.9974444
Manufahi,01/06/23,9.71361563,CLP,Sardines/pilchards,0.620328086,1288.341176
Manufahi,01/06/23,9.71361563,FLY,Flying fish,0.00296381,6.15545012
Manufahi,01/06/23,9.71361563,GZP,Garfish,0.13882559,288.3227881
Manufahi,01/06/23,9.71361563,MZZ,Other,0.098076703,203.6926231
Manufahi,01/06/23,9.71361563,SDX,Mackerel scad,1.343643941,2790.574625
Manufahi,01/06/23,9.71361563,SNA,Snapper/seaperch,0.295407024,613.5221686
Manufahi,01/06/23,9.71361563,TUN,Tuna/Bonito/Other Mackerel,0.035475647,73.67832932
Manufahi,01/07/23,12.18939657,BEN,Long tom,0,0
Manufahi,01/07/23,12.18939657,CGX,Jacks/Trevally/Other Scad,0.379520628,2083.869817
Manufahi,01/07/23,12.18939657,CLP,Sardines/pilchards,0,0
Manufahi,01/07/23,12.18939657,FLY,Flying fish,0,0
Manufahi,01/07/23,12.18939657,GZP,Garfish,0,0
Manufahi,01/07/23,12.18939657,MZZ,Other,0.151255312,830.5118487
Manufahi,01/07/23,12.18939657,SDX,Mackerel scad,0,0
Manufahi,01/07/23,12.18939657,SNA,Snapper/seaperch,0,0
Manufahi,01/07/23,12.18939657,TUN,Tuna/Bonito/Other Mackerel,0,0
Manufahi,01/08/23,11.15789713,BEN,Long tom,0,0
Manufahi,01/08/23,11.15789713,CGX,Jacks/Trevally/Other Scad,0.084337917,263.5788402
Manufahi,01/08/23,11.15789713,CLP,Sardines/pilchards,0.175040825,547.0499999
Manufahi,01/08/23,11.15789713,FLY,Flying fish,0,0
Manufahi,01/08/23,11.15789713,GZP,Garfish,0,0
Manufahi,01/08/23,11.15789713,MZZ,Other,0.184260911,575.8652647
Manufahi,01/08/23,11.15789713,SDX,Mackerel scad,0,0
Manufahi,01/08/23,11.15789713,SNA,Snapper/seaperch,0.15180346,474.4269371
Manufahi,01/08/23,11.15789713,TUN,Tuna/Bonito/Other Mackerel,0.459680453,1436.625952
Manufahi,01/09/23,10.12327496,BEN,Long tom,0,0
Manufahi,01/09/23,10.12327496,CGX,Jacks/Trevally/Other Scad,0.04961054,81.90053486
Manufahi,01/09/23,10.12327496,CLP,Sardines/pilchards,0,0
Manufahi,01/09/23,10.12327496,FLY,Flying fish,0,0
Manufahi,01/09/23,10.12327496,GZP,Garfish,0.604265331,997.5633033
Manufahi,01/09/23,10.12327496,MZZ,Other,0.031187479,51.48646332
Manufahi,01/09/23,10.12327496,SDX,Mackerel scad,1.328231229,2192.736643
Manufahi,01/09/23,10.12327496,SNA,Snapper/seaperch,0,0
Manufahi,01/09/23,10.12327496,TUN,Tuna/Bonito/Other Mackerel,0.260407929,429.8995499
Manufahi,01/10/23,9.546902796,BEN,Long tom,0,0
Manufahi,01/10/23,9.546902796,CGX,Jacks/Trevally/Other Scad,0.33490104,499.4297193
Manufahi,01/10/23,9.546902796,CLP,Sardines/pilchards,0,0
Manufahi,01/10/23,9.546902796,FLY,Flying fish,0.140504407,209.5307815
Manufahi,01/10/23,9.546902796,GZP,Garfish,0.212241955,316.5112301
Manufahi,01/10/23,9.546902796,MZZ,Other,0.059364478,88.52879172
Manufahi,01/10/23,9.546902796,SDX,Mackerel scad,0,0
Manufahi,01/10/23,9.546902796,SNA,Snapper/seaperch,1.539051855,2295.150343
Manufahi,01/10/23,9.546902796,TUN,Tuna/Bonito/Other Mackerel,0.032766718,48.86420381
Manufahi,01/11/23,9.903629975,BEN,Long tom,0.242317381,282.3629711
Manufahi,01/11/23,9.903629975,CGX,Jacks/Trevally/Other Scad,0.040872101,47.62666117
Manufahi,01/11/23,9.903629975,CLP,Sardines/pilchards,0,0
Manufahi,01/11/23,9.903629975,FLY,Flying fish,0,0
Manufahi,01/11/23,9.903629975,GZP,Garfish,0.196603074,229.0938762
Manufahi,01/11/23,9.903629975,MZZ,Other,0,0
Manufahi,01/11/23,9.903629975,SDX,Mackerel scad,1.103530457,1285.9009
Manufahi,01/11/23,9.903629975,SNA,Snapper/seaperch,0.654201447,762.3153703
Manufahi,01/11/23,9.903629975,TUN,Tuna/Bonito/Other Mackerel,0,0
Manufahi,01/12/23,9.994060773,BEN,Long tom,0,0
Manufahi,01/12/23,9.994060773,CGX,Jacks/Trevally/Other Scad,0,0
Manufahi,01/12/23,9.994060773,CLP,Sardines/pilchards,0,0
Manufahi,01/12/23,9.994060773,FLY,Flying fish,0,0
Manufahi,01/12/23,9.994060773,GZP,Garfish,0.357273958,347.6393957
Manufahi,01/12/23,9.994060773,MZZ,Other,0,0
Manufahi,01/12/23,9.994060773,SDX,Mackerel scad,1.774137427,1726.294487
Manufahi,01/12/23,9.994060773,SNA,Snapper/seaperch,0.133643385,130.0394407
Manufahi,01/12/23,9.994060773,TUN,Tuna/Bonito/Other Mackerel,0,0
Manufahi,01/01/24,11.37034393,BEN,Long tom,0,0
Manufahi,01/01/24,11.37034393,CGX,Jacks/Trevally/Other Scad,0,0
Manufahi,01/01/24,11.37034393,CLP,Sardines/pilchards,0,0
Manufahi,01/01/24,11.37034393,FLY,Flying fish,0,0
Manufahi,01/01/24,11.37034393,GZP,Garfish,0,0
Manufahi,01/01/24,11.37034393,MZZ,Other,0,0
Manufahi,01/01/24,11.37034393,SDX,Mackerel scad,0.172037569,436.2161706
Manufahi,01/01/24,11.37034393,SNA,Snapper/seaperch,2.409204464,6108.74679
Manufahi,01/01/24,11.37034393,TUN,Tuna/Bonito/Other Mackerel,0,0
Manufahi,01/02/24,10.09659542,BEN,Long tom,0.006098587,17.72040316
Manufahi,01/02/24,10.09659542,CGX,Jacks/Trevally/Other Scad,0.209467586,608.6409959
Manufahi,01/02/24,10.09659542,CLP,Sardines/pilchards,0.983417212,2857.47329
Manufahi,01/02/24,10.09659542,FLY,Flying fish,0.004286365,12.45470776
Manufahi,01/02/24,10.09659542,GZP,Garfish,0.123733074,359.5258951
Manufahi,01/02/24,10.09659542,MZZ,Other,0.087968243,255.6055589
Manufahi,01/02/24,10.09659542,SDX,Mackerel scad,0.621310658,1805.31578
Manufahi,01/02/24,10.09659542,SNA,Snapper/seaperch,0.399409346,1160.546636
Manufahi,01/02/24,10.09659542,TUN,Tuna/Bonito/Other Mackerel,0.034174439,99.29920438
Manufahi,01/03/24,9.780449064,BEN,Long tom,0.005168119,16.66799673
Manufahi,01/03/24,9.780449064,CGX,Jacks/Trevally/Other Scad,0.101137537,326.1844504
Manufahi,01/03/24,9.780449064,CLP,Sardines/pilchards,0.860408503,2774.952649
Manufahi,01/03/24,9.780449064,FLY,Flying fish,0.003871213,12.4852715
Manufahi,01/03/24,9.780449064,GZP,Garfish,0.146551055,472.6501851
Manufahi,01/03/24,9.780449064,MZZ,Other,0.085687556,276.3558354
